Date,Startup Name,Vertical,SubVertical,City Location,Investors,Round,Amount,Startup Names,Industries,Funding Rounds,Investment Amount,Valuation,Number of Investors,Country,Year Founded,Growth Rate (%)
,Unknown,,,,Undisclosed,,0.0,Startup_4566,EdTech,2,1083279501.01,3412802184.5920177,16,Germany,2011,141.0
,Unknown,,,,Undisclosed,,0.0,Startup_4567,EdTech,10,1325255205.91,1998572015.6092815,25,Singapore,2007,121.81
,Unknown,,,,Undisclosed,,0.0,Startup_4568,Blockchain,2,83209419.55,342610969.57648265,17,UK,2018,162.14
,Unknown,,,,Undisclosed,,0.0,Startup_4569,EdTech,4,4044036362.37,19736083705.62292,29,France,2021,73.12
,Unknown,,,,Undisclosed,,0.0,Startup_4570,EdTech,4,245237028.28,820345104.6946745,15,Singapore,2009,17.64
,Unknown,,,,Undisclosed,,0.0,Startup_4571,EdTech,1,2030084484.39,9660626072.215162,4,India,2018,154.76
,Unknown,,,,Undisclosed,,0.0,Startup_4572,E-commerce,6,4495072295.9,19544808675.735542,21,China,2022,88.74
,Unknown,,,,Undisclosed,,0.0,Startup_4573,SaaS,4,2177197522.83,6946840490.573579,28,Germany,2005,76.51
,Unknown,,,,Undisclosed,,0.0,Startup_4574,AI,6,41086021.98,188915329.7761354,37,India,2021,183.88
,Unknown,,,,Undisclosed,,0.0,Startup_4575,Biotech,2,4716860221.32,15116870440.062893,29,Germany,2015,32.47
,Unknown,,,,Undisclosed,,0.0,Startup_4576,E-commerce,6,335831110.7,1033182727.1656468,40,USA,2015,40.28
,Unknown,,,,Undisclosed,,0.0,Startup_4577,Fintech,3,3686466736.11,15033406436.224794,25,Canada,2002,30.86
,Unknown,,,,Undisclosed,,0.0,Startup_4578,Blockchain,10,751234981.63,1626859755.8186808,14,Brazil,2011,176.58
,Unknown,,,,Undisclosed,,0.0,Startup_4579,HealthTech,3,248441157.61,974373184.3930768,34,Singapore,2021,142.43
,Unknown,,,,Undisclosed,,0.0,Startup_4580,Blockchain,3,500323940.65,2143660403.2678127,46,Germany,2013,192.37
,Unknown,,,,Undisclosed,,0.0,Startup_4581,Blockchain,1,600192081.37,2192499011.700149,35,UK,2003,38.39
,Unknown,,,,Undisclosed,,0.0,Startup_4582,Fintech,3,1994005672.91,3631991298.317218,37,USA,2013,20.8
,Unknown,,,,Undisclosed,,0.0,Startup_4583,SaaS,8,4199830162.21,14819319789.959255,49,UK,2016,89.04
,Unknown,,,,Undisclosed,,0.0,Startup_4584,E-commerce,2,1090255640.29,4743281365.801332,18,Canada,2016,160.0
,Unknown,,,,Undisclosed,,0.0,Startup_4585,E-commerce,4,4647574540.62,19783289652.82428,21,Germany,2006,168.61
,Unknown,,,,Undisclosed,,0.0,Startup_4586,HealthTech,7,3392915498.84,10000318204.49731,17,France,2020,85.02
,Unknown,,,,Undisclosed,,0.0,Startup_4587,Fintech,8,3130116727.86,9870574307.809792,15,Singapore,2014,182.58
,Unknown,,,,Undisclosed,,0.0,Startup_4588,EdTech,8,2716621627.74,9809531648.365849,17,Australia,2012,80.49
,Unknown,,,,Undisclosed,,0.0,Startup_4589,HealthTech,3,2613604541.87,5639670935.448745,32,USA,2016,192.96
,Unknown,,,,Undisclosed,,0.0,Startup_4590,AI,1,4632538668.29,11027591372.092035,18,USA,2013,189.41
,Unknown,,,,Undisclosed,,0.0,Startup_4591,SaaS,8,2589126331.3,5919477279.551749,49,Singapore,2018,134.08
,Unknown,,,,Undisclosed,,0.0,Startup_4592,EdTech,1,2601004987.05,5348905395.197923,48,France,2000,21.34
,Unknown,,,,Undisclosed,,0.0,Startup_4593,EdTech,8,160265818.39,723796369.64286,9,India,2021,138.82
,Unknown,,,,Undisclosed,,0.0,Startup_4594,HealthTech,3,1135746914.35,2384192883.0125813,33,Australia,2009,193.99
,Unknown,,,,Undisclosed,,0.0,Startup_4595,SaaS,7,3843333729.74,6723117013.43469,2,Australia,2019,177.39
,Unknown,,,,Undisclosed,,0.0,Startup_4596,Biotech,7,3568755362.37,9886904093.993462,46,China,2015,179.86
,Unknown,,,,Undisclosed,,0.0,Startup_4597,Blockchain,8,3667210431.55,18108059254.178905,17,UK,2008,199.1
,Unknown,,,,Undisclosed,,0.0,Startup_4598,E-commerce,2,3695816303.88,12989358817.309538,6,USA,2007,192.87
,Unknown,,,,Undisclosed,,0.0,Startup_4599,Biotech,4,1023324316.72,4783134975.030006,27,China,2012,144.32
,Unknown,,,,Undisclosed,,0.0,Startup_4600,AI,5,1501500962.68,3361572125.254496,32,France,2020,35.56
,Unknown,,,,Undisclosed,,0.0,Startup_4601,Fintech,5,4183254492.61,10698158079.361649,16,Brazil,2007,145.27
,Unknown,,,,Undisclosed,,0.0,Startup_4602,AI,1,2683674262.98,9700078818.821484,34,USA,2012,191.15
,Unknown,,,,Undisclosed,,0.0,Startup_4603,HealthTech,9,2127044822.45,4708809784.308511,3,China,2000,17.68
,Unknown,,,,Undisclosed,,0.0,Startup_4604,Fintech,5,1256649489.7,3460388242.430624,3,India,2001,132.33
,Unknown,,,,Undisclosed,,0.0,Startup_4605,AI,8,2621964648.74,4206370354.892765,14,Germany,2004,141.53
,Unknown,,,,Undisclosed,,0.0,Startup_4606,Blockchain,10,1626725751.93,6697994078.142472,41,Singapore,2014,119.98
,Unknown,,,,Undisclosed,,0.0,Startup_4607,Blockchain,2,1955199044.31,7499295449.327252,34,Singapore,2022,9.79
,Unknown,,,,Undisclosed,,0.0,Startup_4608,AI,5,2670238116.55,11721977034.783344,7,China,2020,144.93
,Unknown,,,,Undisclosed,,0.0,Startup_4609,Biotech,8,2619137332.4,12466180159.782984,26,Australia,2020,148.78
,Unknown,,,,Undisclosed,,0.0,Startup_4610,Biotech,3,274459289.87,820582022.731837,7,France,2020,115.24
,Unknown,,,,Undisclosed,,0.0,Startup_4611,AI,8,398120639.02,1020328127.9628024,30,Brazil,2023,20.24
,Unknown,,,,Undisclosed,,0.0,Startup_4612,HealthTech,6,1567046775.92,5458508079.689649,24,Brazil,2019,17.53
,Unknown,,,,Undisclosed,,0.0,Startup_4613,AI,9,2672501292.91,9404167737.185038,34,UK,2001,15.73
,Unknown,,,,Undisclosed,,0.0,Startup_4614,SaaS,2,2060416903.3,7523926580.7705345,21,India,2011,143.43
,Unknown,,,,Undisclosed,,0.0,Startup_4615,SaaS,10,1210388183.94,3461138444.2148767,20,USA,2015,158.01
,Unknown,,,,Undisclosed,,0.0,Startup_4616,Fintech,10,211744328.51,570028342.8168747,47,UK,2021,94.1
,Unknown,,,,Undisclosed,,0.0,Startup_4617,Blockchain,1,548356037.24,1586166609.299085,50,Singapore,2008,165.5
,Unknown,,,,Undisclosed,,0.0,Startup_4618,Blockchain,1,2675935034.19,12563741084.049553,34,India,2012,187.58
,Unknown,,,,Undisclosed,,0.0,Startup_4619,HealthTech,3,3793024646.34,8658796553.10512,12,France,2010,178.73
,Unknown,,,,Undisclosed,,0.0,Startup_4620,SaaS,3,1946446203.49,7586607989.779442,44,France,2019,48.48
,Unknown,,,,Undisclosed,,0.0,Startup_4621,EdTech,8,953695259.07,1940915663.2712407,46,Australia,2004,19.12
,Unknown,,,,Undisclosed,,0.0,Startup_4622,Blockchain,7,2129048730.22,8555824978.926737,16,China,2019,82.24
,Unknown,,,,Undisclosed,,0.0,Startup_4623,AI,10,4457385073.81,20255857037.255585,24,Australia,2017,160.68
,Unknown,,,,Undisclosed,,0.0,Startup_4624,Blockchain,10,1856369881.01,4611758252.857366,6,Brazil,2005,179.37
,Unknown,,,,Undisclosed,,0.0,Startup_4625,E-commerce,10,922447757.92,3280168567.014249,29,Australia,2021,50.23
,Unknown,,,,Undisclosed,,0.0,Startup_4626,Biotech,1,3942679025.94,18448858510.642365,38,Brazil,2019,175.9
,Unknown,,,,Undisclosed,,0.0,Startup_4627,E-commerce,3,941289895.09,2138614790.479851,48,China,2019,162.75
,Unknown,,,,Undisclosed,,0.0,Startup_4628,Fintech,7,3385295269.7,7543375662.09718,1,Brazil,2004,179.88
,Unknown,,,,Undisclosed,,0.0,Startup_4629,E-commerce,8,357482910.73,604628441.883707,21,UK,2006,193.93
,Unknown,,,,Undisclosed,,0.0,Startup_4630,E-commerce,6,2459933726.67,3721309706.688676,20,Canada,2009,156.59
,Unknown,,,,Undisclosed,,0.0,Startup_4631,EdTech,8,4819873737.76,21490398111.30061,21,Germany,2011,174.14
,Unknown,,,,Undisclosed,,0.0,Startup_4632,E-commerce,1,2219305755.25,4072724840.701204,35,Brazil,2012,185.17
,Unknown,,,,Undisclosed,,0.0,Startup_4633,Blockchain,8,2961400087.56,10957921251.759111,7,India,2011,126.53
,Unknown,,,,Undisclosed,,0.0,Startup_4634,AI,8,4675716619.26,20787575013.784824,15,Singapore,2000,56.05
,Unknown,,,,Undisclosed,,0.0,Startup_4635,SaaS,5,259616863.89,1255844918.5600865,27,Australia,2014,93.57
,Unknown,,,,Undisclosed,,0.0,Startup_4636,Fintech,2,2167845008.88,8018777928.927436,2,France,2011,197.78
,Unknown,,,,Undisclosed,,0.0,Startup_4637,Blockchain,3,1223670118.41,4394061509.54186,13,France,2002,127.15
,Unknown,,,,Undisclosed,,0.0,Startup_4638,E-commerce,7,4976992560.63,22946315941.679897,41,USA,2017,67.37
,Unknown,,,,Undisclosed,,0.0,Startup_4639,E-commerce,4,3332569932.63,6567269661.467925,23,India,2022,32.28
,Unknown,,,,Undisclosed,,0.0,Startup_4640,AI,1,1368926470.6,4125708492.693076,20,Australia,2013,187.65
,Unknown,,,,Undisclosed,,0.0,Startup_4641,SaaS,3,3895309699.18,15989165125.63964,7,India,2000,26.86
,Unknown,,,,Undisclosed,,0.0,Startup_4642,SaaS,10,2857110425.92,7013545523.486487,16,Canada,2007,62.99
,Unknown,,,,Undisclosed,,0.0,Startup_4643,Biotech,9,4889301818.78,16310238425.43254,30,Germany,2018,7.47
,Unknown,,,,Undisclosed,,0.0,Startup_4644,E-commerce,6,2729742845.59,9830155993.725489,32,France,2018,102.87
,Unknown,,,,Undisclosed,,0.0,Startup_4645,EdTech,4,1120630090.27,3714666776.904408,30,Canada,2021,84.82
,Unknown,,,,Undisclosed,,0.0,Startup_4646,Biotech,3,3765991080.64,12070072316.60548,14,Germany,2014,90.29
,Unknown,,,,Undisclosed,,0.0,Startup_4647,HealthTech,5,3537356584.37,9996216817.662132,22,Brazil,2018,113.5
,Unknown,,,,Undisclosed,,0.0,Startup_4648,EdTech,8,218643188.58,932069698.9536586,39,Australia,2011,130.92
,Unknown,,,,Undisclosed,,0.0,Startup_4649,SaaS,1,4579349991.17,12458001821.60839,44,Germany,2008,39.82
,Unknown,,,,Undisclosed,,0.0,Startup_4650,Fintech,4,1659033427.71,4627259648.192556,18,USA,2006,114.36
,Unknown,,,,Undisclosed,,0.0,Startup_4651,Blockchain,1,3187222783.7,12122191837.79376,17,India,2016,141.54
,Unknown,,,,Undisclosed,,0.0,Startup_4652,Biotech,3,3407114622.83,6626967822.738095,29,UK,2023,37.32
,Unknown,,,,Undisclosed,,0.0,Startup_4653,Fintech,8,2214915202.4,4212764000.022281,27,UK,2015,155.01
,Unknown,,,,Undisclosed,,0.0,Startup_4654,E-commerce,5,3355737048.11,11477301932.423063,14,Germany,2021,92.03
,Unknown,,,,Undisclosed,,0.0,Startup_4655,E-commerce,4,2341745461.3,11480970980.85051,11,Singapore,2002,106.18
,Unknown,,,,Undisclosed,,0.0,Startup_4656,AI,4,2054244681.66,7654717864.788502,11,Germany,2013,92.65
,Unknown,,,,Undisclosed,,0.0,Startup_4657,Fintech,4,2534637150.33,4668846362.240349,29,India,2004,83.99
,Unknown,,,,Undisclosed,,0.0,Startup_4658,Biotech,5,3015700988.0,5614384275.42638,11,USA,2012,11.74
,Unknown,,,,Undisclosed,,0.0,Startup_4659,HealthTech,8,2220331215.69,9653418466.145222,11,India,2020,140.35
,Unknown,,,,Undisclosed,,0.0,Startup_4660,EdTech,1,2584289430.43,12680087326.516478,41,Brazil,2010,156.19
,Unknown,,,,Undisclosed,,0.0,Startup_4661,EdTech,6,4752544516.85,19597244392.54718,36,USA,2012,21.27
,Unknown,,,,Undisclosed,,0.0,Startup_4662,AI,3,3981097679.75,14341752219.760653,42,Australia,2019,146.04
,Unknown,,,,Undisclosed,,0.0,Startup_4663,Blockchain,10,2397788827.28,5407089684.166022,33,France,2020,125.09
,Unknown,,,,Undisclosed,,0.0,Startup_4664,Fintech,7,3900198467.02,18433447159.86152,23,Germany,2020,184.93
,Unknown,,,,Undisclosed,,0.0,Startup_4665,HealthTech,7,2968450248.58,6383018958.547783,7,France,2014,74.66
,Unknown,,,,Undisclosed,,0.0,Startup_4666,E-commerce,6,640704219.85,1274912738.2771308,26,France,2019,24.55
,Unknown,,,,Undisclosed,,0.0,Startup_4667,Blockchain,4,2659482368.85,7625105494.160614,28,UK,2006,50.67
,Unknown,,,,Undisclosed,,0.0,Startup_4668,EdTech,4,2336976673.0,3990133464.600835,5,Germany,2014,178.48
,Unknown,,,,Undisclosed,,0.0,Startup_4669,E-commerce,1,2206973407.24,4710964930.553293,30,France,2006,174.9
,Unknown,,,,Undisclosed,,0.0,Startup_4670,EdTech,10,1008541392.54,4004642050.7375946,20,UK,2004,99.08
,Unknown,,,,Undisclosed,,0.0,Startup_4671,Blockchain,6,1272719338.26,4381897065.800338,31,Germany,2016,148.19
,Unknown,,,,Undisclosed,,0.0,Startup_4672,AI,5,3613248292.08,12538267160.989136,22,Canada,2011,34.75
,Unknown,,,,Undisclosed,,0.0,Startup_4673,Blockchain,5,1017825533.8,5013615865.531296,6,USA,2008,151.18
,Unknown,,,,Undisclosed,,0.0,Startup_4674,Biotech,9,2261217179.47,4399820495.424122,34,Canada,2023,178.03
,Unknown,,,,Undisclosed,,0.0,Startup_4675,E-commerce,1,3123009200.08,9905378387.566666,1,Australia,2014,24.34
,Unknown,,,,Undisclosed,,0.0,Startup_4676,EdTech,2,3683381540.95,15441042225.93128,6,Canada,2017,75.61
,Unknown,,,,Undisclosed,,0.0,Startup_4677,SaaS,4,3152656044.71,11398651191.188349,36,Brazil,2005,182.67
,Unknown,,,,Undisclosed,,0.0,Startup_4678,Blockchain,1,2031872289.14,8960134426.6732,44,Germany,2007,187.47
,Unknown,,,,Undisclosed,,0.0,Startup_4679,Blockchain,6,664895021.42,1114169991.8574076,39,China,2006,95.94
,Unknown,,,,Undisclosed,,0.0,Startup_4680,Biotech,2,3629881625.43,13146141095.435232,3,Singapore,2023,46.19
,Unknown,,,,Undisclosed,,0.0,Startup_4681,HealthTech,5,3967999546.25,11957300099.958109,7,USA,2001,185.16
,Unknown,,,,Undisclosed,,0.0,Startup_4682,AI,2,3310702827.77,9072996946.93798,27,UK,2016,177.57
,Unknown,,,,Undisclosed,,0.0,Startup_4683,Fintech,5,4543618089.01,19378061284.749256,22,China,2017,23.9
,Unknown,,,,Undisclosed,,0.0,Startup_4684,HealthTech,4,357313541.29,1769010898.9613438,31,India,2022,70.33
,Unknown,,,,Undisclosed,,0.0,Startup_4685,E-commerce,5,616213198.61,1135631646.1385696,47,France,2011,36.66
,Unknown,,,,Undisclosed,,0.0,Startup_4686,AI,1,3924514313.73,13027420721.896338,10,India,2016,63.69
,Unknown,,,,Undisclosed,,0.0,Startup_4687,E-commerce,7,1124662924.73,4312657637.962074,11,Canada,2010,93.32
,Unknown,,,,Undisclosed,,0.0,Startup_4688,Biotech,8,1705427422.06,4612437567.108277,45,Australia,2018,99.25
,Unknown,,,,Undisclosed,,0.0,Startup_4689,AI,3,3099565039.71,6006419619.210843,37,USA,2001,14.73
,Unknown,,,,Undisclosed,,0.0,Startup_4690,HealthTech,3,2407429647.0,9704247036.044855,45,Australia,2001,89.14
,Unknown,,,,Undisclosed,,0.0,Startup_4691,EdTech,3,3419631628.01,16433973413.37912,7,USA,2003,8.2
,Unknown,,,,Undisclosed,,0.0,Startup_4692,HealthTech,7,1299083841.54,2036576856.0664997,15,India,2000,119.73
,Unknown,,,,Undisclosed,,0.0,Startup_4693,EdTech,3,1610513141.0,6801066585.607031,47,Australia,2022,196.31
,Unknown,,,,Undisclosed,,0.0,Startup_4694,HealthTech,6,3825999612.79,17313561103.129063,38,Singapore,2012,113.33
,Unknown,,,,Undisclosed,,0.0,Startup_4695,EdTech,6,2399720064.67,9350296490.59612,23,China,2021,113.33
,Unknown,,,,Undisclosed,,0.0,Startup_4696,Fintech,9,185597556.35,291790225.86483395,41,Brazil,2012,103.3
,Unknown,,,,Undisclosed,,0.0,Startup_4697,Fintech,5,155842603.68,368965020.1826376,41,India,2015,109.8
,Unknown,,,,Undisclosed,,0.0,Startup_4698,Blockchain,7,3040726922.67,14360500685.727768,4,UK,2016,135.35
,Unknown,,,,Undisclosed,,0.0,Startup_4699,HealthTech,8,1198805770.94,4274360321.765644,20,India,2015,30.24
,Unknown,,,,Undisclosed,,0.0,Startup_4700,E-commerce,7,341897974.97,1462685225.937585,4,Brazil,2017,166.97
,Unknown,,,,Undisclosed,,0.0,Startup_4701,Blockchain,6,3987972789.85,15672911837.859585,45,Germany,2007,185.28
,Unknown,,,,Undisclosed,,0.0,Startup_4702,EdTech,3,2781658310.9,6138984962.374242,41,Brazil,2022,137.86
,Unknown,,,,Undisclosed,,0.0,Startup_4703,SaaS,1,2648044758.86,9492050760.5972,45,UK,2023,165.9
,Unknown,,,,Undisclosed,,0.0,Startup_4704,E-commerce,8,835061356.99,2382408701.1652694,45,Singapore,2021,22.37
,Unknown,,,,Undisclosed,,0.0,Startup_4705,Fintech,6,4443599501.03,20709427699.049023,7,China,2022,173.68
,Unknown,,,,Undisclosed,,0.0,Startup_4706,EdTech,6,950694656.64,4326876513.493316,46,Canada,2009,42.28
,Unknown,,,,Undisclosed,,0.0,Startup_4707,AI,7,4950574602.23,8088380178.068474,5,India,2003,82.58
,Unknown,,,,Undisclosed,,0.0,Startup_4708,Blockchain,7,3915259813.36,14133305781.925877,21,China,2012,163.27
,Unknown,,,,Undisclosed,,0.0,Startup_4709,HealthTech,5,1626418116.99,3584861386.993501,3,Canada,2002,146.32
,Unknown,,,,Undisclosed,,0.0,Startup_4710,Fintech,4,1793876961.95,5931006413.782364,25,Germany,2004,177.21
,Unknown,,,,Undisclosed,,0.0,Startup_4711,SaaS,9,1760405141.36,2688984499.5931683,49,Canada,2017,162.11
,Unknown,,,,Undisclosed,,0.0,Startup_4712,AI,1,4734331913.14,21774036199.796825,31,Australia,2001,15.49
,Unknown,,,,Undisclosed,,0.0,Startup_4713,Fintech,8,4792359737.41,21678058731.282875,32,Brazil,2004,179.74
,Unknown,,,,Undisclosed,,0.0,Startup_4714,SaaS,7,2833538367.92,4606857644.606087,37,Canada,2015,92.39
,Unknown,,,,Undisclosed,,0.0,Startup_4715,E-commerce,7,519603362.53,1305812997.7987237,41,India,2010,162.97
,Unknown,,,,Undisclosed,,0.0,Startup_4716,EdTech,9,2603669841.82,7676837985.987362,35,France,2014,32.43
,Unknown,,,,Undisclosed,,0.0,Startup_4717,AI,9,2313574339.54,10523485733.793776,8,Germany,2016,177.34
,Unknown,,,,Undisclosed,,0.0,Startup_4718,Biotech,2,2036060699.56,6004022321.795617,5,France,2019,154.44
,Unknown,,,,Undisclosed,,0.0,Startup_4719,E-commerce,4,1617471000.45,4689268060.180173,18,USA,2000,123.53
,Unknown,,,,Undisclosed,,0.0,Startup_4720,HealthTech,2,1759392312.97,8691768883.064386,35,Australia,2006,136.76
,Unknown,,,,Undisclosed,,0.0,Startup_4721,HealthTech,5,2895745242.24,4605828370.676576,26,Singapore,2003,20.93
,Unknown,,,,Undisclosed,,0.0,Startup_4722,HealthTech,2,3862155824.2,10495127191.82368,39,Brazil,2003,60.98
,Unknown,,,,Undisclosed,,0.0,Startup_4723,Blockchain,1,3895003499.86,7868173594.188049,1,Brazil,2012,60.79
,Unknown,,,,Undisclosed,,0.0,Startup_4724,EdTech,5,820927574.17,3949523611.651661,45,Brazil,2013,178.06
,Unknown,,,,Undisclosed,,0.0,Startup_4725,Blockchain,6,4347306266.59,20796651880.469933,12,Singapore,2000,177.75
,Unknown,,,,Undisclosed,,0.0,Startup_4726,AI,5,1330737177.08,3505588577.152683,6,USA,2023,122.01
,Unknown,,,,Undisclosed,,0.0,Startup_4727,AI,7,3238545594.05,8289845377.951682,16,Germany,2011,123.97
,Unknown,,,,Undisclosed,,0.0,Startup_4728,Fintech,3,4001494900.06,15959194468.61704,34,Singapore,2023,103.5
,Unknown,,,,Undisclosed,,0.0,Startup_4729,E-commerce,5,3942308577.72,19630332296.86917,26,China,2019,72.87
,Unknown,,,,Undisclosed,,0.0,Startup_4730,Blockchain,9,2549341489.49,11841603258.030266,9,China,2014,189.4
,Unknown,,,,Undisclosed,,0.0,Startup_4731,Biotech,10,1719556545.85,6560337154.65015,19,Canada,2019,64.54
,Unknown,,,,Undisclosed,,0.0,Startup_4732,SaaS,2,4074062199.07,15057772173.932611,18,Germany,2001,167.68
,Unknown,,,,Undisclosed,,0.0,Startup_4733,Fintech,2,2344127070.81,6889135295.298345,5,UK,2000,135.84
,Unknown,,,,Undisclosed,,0.0,Startup_4734,EdTech,8,2219359557.98,4863780243.624575,32,China,2022,191.31
,Unknown,,,,Undisclosed,,0.0,Startup_4735,E-commerce,10,3348721296.73,13498567596.1909,3,UK,2009,28.94
,Unknown,,,,Undisclosed,,0.0,Startup_4736,Fintech,3,3957559857.65,13032664266.228662,37,Canada,2008,40.08
,Unknown,,,,Undisclosed,,0.0,Startup_4737,Blockchain,7,3270446646.7,15824075808.791098,27,India,2015,107.89
,Unknown,,,,Undisclosed,,0.0,Startup_4738,Biotech,10,451250947.57,1938973162.9768703,10,China,2002,100.36
,Unknown,,,,Undisclosed,,0.0,Startup_4739,E-commerce,1,3371334282.63,12067160443.649426,30,Canada,2018,174.04
,Unknown,,,,Undisclosed,,0.0,Startup_4740,SaaS,6,1059877637.74,2546222022.3296733,27,UK,2001,84.67
,Unknown,,,,Undisclosed,,0.0,Startup_4741,Fintech,9,3192452402.36,10958409018.692108,19,UK,2007,86.6
,Unknown,,,,Undisclosed,,0.0,Startup_4742,E-commerce,7,4051782763.91,13159169142.966871,45,USA,2004,185.82
,Unknown,,,,Undisclosed,,0.0,Startup_4743,Fintech,4,2128406687.42,9519671305.502403,13,Brazil,2012,161.19
,Unknown,,,,Undisclosed,,0.0,Startup_4744,E-commerce,2,2389222434.02,6014691549.204909,7,UK,2012,23.36
,Unknown,,,,Undisclosed,,0.0,Startup_4745,Fintech,8,1000751643.84,3720439311.553947,8,Brazil,2018,129.12
,Unknown,,,,Undisclosed,,0.0,Startup_4746,Biotech,1,4822004213.0,10759882434.478037,19,China,2013,128.02
,Unknown,,,,Undisclosed,,0.0,Startup_4747,EdTech,3,1464146862.09,2415107067.0689297,44,Australia,2013,199.58
,Unknown,,,,Undisclosed,,0.0,Startup_4748,HealthTech,2,3296885203.87,8972171719.103977,34,Singapore,2012,11.61
,Unknown,,,,Undisclosed,,0.0,Startup_4749,Fintech,6,3427103862.72,6618439186.062825,33,Canada,2001,188.52
,Unknown,,,,Undisclosed,,0.0,Startup_4750,EdTech,2,394712159.02,1773074693.2869155,30,France,2008,186.55
,Unknown,,,,Undisclosed,,0.0,Startup_4751,HealthTech,3,4860752015.48,22828447598.33191,13,Brazil,2018,94.64
,Unknown,,,,Undisclosed,,0.0,Startup_4752,SaaS,3,4901005963.15,18975140573.4844,18,India,2002,92.64
,Unknown,,,,Undisclosed,,0.0,Startup_4753,E-commerce,8,1254775605.67,3239553194.0435214,21,Brazil,2020,51.02
,Unknown,,,,Undisclosed,,0.0,Startup_4754,E-commerce,2,2388086205.83,10848666397.465424,47,Singapore,2022,180.28
,Unknown,,,,Undisclosed,,0.0,Startup_4755,Fintech,9,713250952.5,1663958017.9579568,31,Canada,2009,119.76
,Unknown,,,,Undisclosed,,0.0,Startup_4756,Fintech,8,1168464015.61,4003599510.2719526,11,China,2019,179.59
,Unknown,,,,Undisclosed,,0.0,Startup_4757,Biotech,1,1543745861.55,6857313841.723209,29,France,2018,10.12
,Unknown,,,,Undisclosed,,0.0,Startup_4758,EdTech,1,3380083039.46,16877939751.401575,4,UK,2002,122.38
,Unknown,,,,Undisclosed,,0.0,Startup_4759,Biotech,4,2075477256.02,9686579328.683996,18,Singapore,2001,127.37
,Unknown,,,,Undisclosed,,0.0,Startup_4760,E-commerce,10,1765264476.36,4785743322.25937,1,UK,2017,188.93
,Unknown,,,,Undisclosed,,0.0,Startup_4761,Blockchain,9,1509369049.32,3215203894.009305,38,China,2022,72.1
,Unknown,,,,Undisclosed,,0.0,Startup_4762,AI,7,3075663003.21,14010564299.141218,26,Singapore,2013,146.48
,Unknown,,,,Undisclosed,,0.0,Startup_4763,SaaS,10,2193830428.14,10132174731.835209,19,Brazil,2001,94.83
,Unknown,,,,Undisclosed,,0.0,Startup_4764,Blockchain,2,4754070573.05,11129240027.028116,36,India,2023,54.24
,Unknown,,,,Undisclosed,,0.0,Startup_4765,Fintech,7,1386838477.46,6928584889.595663,33,Singapore,2012,6.25
,Unknown,,,,Undisclosed,,0.0,Startup_4766,HealthTech,10,4273184669.77,7852833306.942868,48,Singapore,2010,88.41
,Unknown,,,,Undisclosed,,0.0,Startup_4767,Fintech,1,155150580.59,531420050.1246326,15,China,2017,29.13
,Unknown,,,,Undisclosed,,0.0,Startup_4768,HealthTech,4,4205437557.02,10462494753.432762,24,India,2012,129.46
,Unknown,,,,Undisclosed,,0.0,Startup_4769,HealthTech,8,1401981141.89,5717798599.972275,22,Australia,2005,170.86
,Unknown,,,,Undisclosed,,0.0,Startup_4770,Biotech,8,2126639027.81,10493421878.309566,5,Germany,2016,184.76
